"base_asset_id","alias_text","requires_crypto_context","record_id","date_utc","source_common_name","document_identifier","matched_surfaces","candidate_context_anchor_present"
"APT","Aptos","False","20250405073000-142","20250405073000","abc7news.com","https://abc7news.com/post/dna-technology-brings-closure-5-california-cold-cases-including-1976-aptos-murder-karen-percifield/16129841/","PAGE_TITLE","True"
"APT","Aptos","False","20250407154500-1661","20250407154500","independantexpress.com","https://independantexpress.com/rising-demand-for-thread-lifts-sees-aptos-rise-in-popularity-says-sakhiya-skin-clinic/","PAGE_TITLE","True"
"APT","Aptos","False","20250409114500-494","20250409114500","yahoo.com","https://finance.yahoo.com/news/whsmith-north-america-boosts-inventory-111022672.html","PAGE_TITLE","True"
"APT","Aptos","False","20250410150000-1324","20250410150000","biztoc.com","https://biztoc.com/x/59f660de59369758","PAGE_TITLE","True"
"APT","Aptos","False","20250411200000-1195","20250411200000","invezz.com","https://invezz.com/news/2025/04/11/s-price-outlook-sonic-attains-1b-tvl-milestone-faster-than-sui-and-aptos/","PAGE_TITLE","True"
"APT","Aptos","False","20250417003000-1338","20250417003000","retaildive.com","https://www.retaildive.com/press-release/20250416-whsmith-north-america-modernizes-its-retail-tech-stack-with-aptos-and-the-c/","PAGE_TITLE","True"
"APT","Aptos","False","20250418213000-407","20250418213000","biztoc.com","https://biztoc.com/x/c3d7ed150ee971c8","PAGE_TITLE","True"
"APT","Aptos","False","20250418223000-1549","20250418223000","santacruzsentinel.com","https://www.santacruzsentinel.com/2025/04/18/aptos-rolls-in-sccal-tri-meet-wins-track-and-field-roundup/","PAGE_TITLE","True"
"ARB","Arbitrum","False","20250401191500-1497","20250401191500","banklesstimes.com","https://www.banklesstimes.com/articles/2025/04/01/arbitrum-launches-operation-slowmo-to-to-slow-down-block-times/","PAGE_TITLE","True"
"ARB","Arbitrum","False","20250403210000-1616","20250403210000","coindesk.com","https://www.coindesk.com/business/2025/04/03/wisdomtree-expands-institutional-tokenized-fund-platform-to-arbitrum-avalanche-base-and-optimism","PAGE_TITLE","True"
"ARB","Arbitrum","False","20250404204500-1312","20250404204500","insidebitcoins.com","https://insidebitcoins.com/sponsored/5-best-cheap-cryptocurrencies-to-buy-under-1-dollar-4-april-algorand-brett-arbitrum-cosmos","PAGE_TITLE","True"
"ARB","Arbitrum","False","20250405001500-1236","20250405001500","yahoo.com","https://finance.yahoo.com/news/wisdomtree-expands-institutional-tokenized-fund-163844871.html","PAGE_TITLE","True"
"ARB","Arbitrum","False","20250407011500-588","20250407011500","insidebitcoins.com","https://insidebitcoins.com/sponsored/top-trending-cryptos-on-arbitrum-chain-aark-token-vee-token-game7","PAGE_TITLE","True"
"ARB","Arbitrum","False","20250410233000-671","20250410233000","insidebitcoins.com","https://insidebitcoins.com/sponsored/top-trending-cryptos-on-arbitrum-chain-yieldbricks-maia-hmx","PAGE_TITLE","True"
"ARB","Arbitrum","False","20250411130000-1083","20250411130000","insidebitcoins.com","https://insidebitcoins.com/press-releases/nobody-saw-arbitrum-becoming-ethereums-heavyweight-dont-miss-out-on-solaxy-and-solana","PAGE_TITLE","True"
"ARB","Arbitrum","False","20250411161500-1148","20250411161500","coinspeaker.com","https://www.coinspeaker.com/arbitrum-rise-mirrors-solaxy-potential-presale-reaches-29-6m/","PAGE_TITLE","True"
"ARB","Arbitrum","False","20250412173000-108","20250412173000","insidebitcoins.com","https://insidebitcoins.com/sponsored/5-best-cheap-crypto-to-buy-under-1-dollar-onyxcoin-wemix-arbitrum","PAGE_TITLE","True"
"ARB","Arbitrum","False","20250413184500-824","20250413184500","banklesstimes.com","https://www.banklesstimes.com/articles/2025/04/13/arbitrum-price-in-focus-ahead-of-a-500b-milestone-token-unlock/","PAGE_TITLE","True"
"ARB","Arbitrum","False","20250415131500-228","20250415131500","dailypolitical.com","https://www.dailypolitical.com/2025/04/15/arbitrum-arb-one-day-volume-hits-116-13-million.html","PAGE_TITLE","True"
"ARB","Arbitrum","False","20250417174500-458","20250417174500","coindesk.com","https://www.coindesk.com/tech/2025/04/16/ethena-securitize-target-q2-mainnet-launch-for-rwa-focused-blockchain-tap-arbitrum-celestia","PAGE_TITLE","True"
"ATOM","Cosmos","True","20250401133000-602","20250401133000","themarketsdaily.com","https://www.themarketsdaily.com/2025/04/01/short-interest-in-cosmos-health-inc-nasdaqcosm-declines-by-19-5.html","PAGE_TITLE","False"
"ATOM","Cosmos","True","20250401183000-1002","20250401183000","bmj.com","https://www.bmj.com/content/388/bmj-2024-080749/rr-2","PAGE_TITLE","False"
"ATOM","Cosmos","True","20250402131500-838","20250402131500","dailypolitical.com","https://www.dailypolitical.com/2025/04/02/cosmos-health-inc-nasdaqcosm-short-interest-down-19-5-in-march.html","PAGE_TITLE","False"
"ATOM","Cosmos","True","20250402131500-1507","20250402131500","tickerreport.com","https://www.tickerreport.com/banking-finance/12899553/cosmos-health-inc-nasdaqcosm-short-interest-down-19-5-in-march.html","PAGE_TITLE","False"
"ATOM","Cosmos","True","20250402140000-1054","20250402140000","communitynewspapergroup.com","https://www.communitynewspapergroup.com/vinton_newspapers/exploring-the-cosmos-foundations-of-science-students-and-the-science-of-star-formation/article_546b2f40-77de-4476-bcb3-4c61bc094dda.html","PAGE_TITLE","False"
"ATOM","Cosmos","True","20250402154500-304","20250402154500","forbes.com","https://www.forbes.com/sites/naveenrao/2025/04/02/inner-cosmos-outer-expansion--are-we-ready-for-psychiatric-bci/","PAGE_TITLE","False"
"ATOM","Cosmos","True","20250402160000-685","20250402160000","dailygalaxy.com","https://dailygalaxy.com/2025/04/nasas-spherex-captures-stunning-images/","PAGE_TITLE","False"
"ATOM","Cosmos","True","20250402171500-390","20250402171500","independent.co.uk","https://www.independent.co.uk/space/star-music-frequency-starquakes-study-b2726119.html","PAGE_TITLE","False"
"ATOM","Cosmos","True","20250402193000-332","20250402193000","forbes.com","https://www.forbes.com/sites/naveenrao/2025/04/02/inner-cosmos-outer-expansion-psychiatric-bci-gears-up-for-prime-time/","PAGE_TITLE","False"
"ATOM","Cosmos","True","20250402193000-1085","20250402193000","livescience.com","https://www.livescience.com/space/space-exploration/nasas-spherex-telescope-opens-its-eyes-on-the-universe-taking-stunning-debut-image-of-100-000-galaxies-and-stars","PAGE_TITLE","False"
"ATOM","Cosmos","True","20250402204500-1198","20250402204500","ctvnews.ca","https://www.ctvnews.ca/sci-tech/article/another-mind-blowing-change-new-data-suggests-mysterious-dark-energy-is-evolving/","PAGE_TITLE","False"
"ATOM","Cosmos","True","20250403023000-293","20250403023000","abqjournal.com","https://www.abqjournal.com/lifestyle/article_fef2edc6-e299-4954-83d8-851ac9f74452.html","PAGE_TITLE","False"
"AVAX","Avalanche","True","20250401034500-133","20250401034500","reporterherald.com","https://www.reporterherald.com/2025/03/31/taylor-makar-avalanche-contract/","PAGE_TITLE","False"
"AVAX","Avalanche","True","20250401041500-448","20250401041500","yahoo.com","https://www.yahoo.com/news/sharangovich-scores-lone-goal-shootout-034912799.html","PAGE_TITLE","False"
"AVAX","Avalanche","True","20250401043000-317","20250401043000","nhl.com","https://www.nhl.com/news/calgary-flames-colorado-avalanche-game-recap-march-31","PAGE_TITLE","False"
"AVAX","Avalanche","True","20250401044500-806","20250401044500","tsn.ca","https://www.tsn.ca/sharangovich-scores-shootout-winner-as-flames-rally-to-beat-avalanche-1.2280183","PAGE_TITLE","False"
"AVAX","Avalanche","True","20250401061500-219","20250401061500","yardbarker.com","https://www.yardbarker.com/nhl/articles/flames_rally_from_2_goals_down_to_defeat_avalanche_3_2/s1_16448_41986325","PAGE_TITLE","False"
"AVAX","Avalanche","True","20250401061500-538","20250401061500","tsn.ca","https://www.tsn.ca/nhl/sharangovich-scores-shootout-winner-as-flames-rally-to-beat-avalanche-1.2280183","PAGE_TITLE","False"
"AVAX","Avalanche","True","20250401063000-1217","20250401063000","greeleytribune.com","https://www.greeleytribune.com/2025/03/31/taylor-makar-avalanche-contract/","PAGE_TITLE","False"
"AVAX","Avalanche","True","20250401064500-445","20250401064500","denverpost.com","https://www.denverpost.com/2025/03/31/avalanche-flames-game-score-makar-mackinnon-wedgewood/","PAGE_TITLE","False"
"AVAX","Avalanche","True","20250401064500-703","20250401064500","infotel.ca","https://infotel.ca/newsitem/hkn-flames-avalanche/cp1965026496","PAGE_TITLE","False"
"AVAX","Avalanche","True","20250401074500-384","20250401074500","fox21online.com","https://www.fox21online.com/2025/03/31/former-wilderness-goalie-isak-posch-joins-avalanche-organization/","PAGE_TITLE","False"
"AVAX","Avalanche","True","20250401080000-551","20250401080000","timescall.com","https://www.timescall.com/2025/03/31/taylor-makar-avalanche-contract/","PAGE_TITLE","False"
"AVAX","Avalanche","True","20250401081500-354","20250401081500","sohu.com","https://www.sohu.com/a/878250365_122342248","PAGE_TITLE","False"
"BCH","Bitcoin Cash","False","20250402200000-33","20250402200000","insidebitcoins.com","https://insidebitcoins.com/crypto/what-is-bitcoin","ALLNAMES","True"
"BCH","Bitcoin Cash","False","20250402200000-410","20250402200000","insidebitcoins.com","https://insidebitcoins.com/crypto/what-is-an-altcoin","ALLNAMES","True"
"BCH","Bitcoin Cash","False","20250402200000-1580","20250402200000","insidebitcoins.com","https://insidebitcoins.com/crypto/best-altcoins-to-buy","ALLNAMES","True"
"BCH","Bitcoin Cash","False","20250403151500-1240","20250403151500","themarketsdaily.com","https://www.themarketsdaily.com/2025/04/03/bitcoin-cash-market-cap-tops-5-87-billion-bch.html","ALLNAMES|PAGE_TITLE","True"
"BCH","Bitcoin Cash","False","20250404141500-1757","20250404141500","coinspeaker.com","https://www.coinspeaker.com/guides/best-anonymous-crypto-wallets/","ALLNAMES","True"
"BCH","Bitcoin Cash","False","20250404160000-858","20250404160000","theportugalnews.com","https://www.theportugalnews.com/news/2025-04-04/dn-cloud-mining-plan-get-100-free-bonus-and-start-your-blockchain-wealth-journey/96707","ALLNAMES","True"
"BCH","Bitcoin Cash","False","20250404161500-915","20250404161500","bitcoinmagazine.com","https://bitcoinmagazine.com/technical/bitcoin-covenants-checksigfromstack-bip-348","ALLNAMES","True"
"BCH","Bitcoin Cash","False","20250405201500-492","20250405201500","insidebitcoins.com","https://insidebitcoins.com/sponsored/5-best-altcoins-to-watch-today-april-5-mantle-okb-bitcoin-cash-bittensor","ALLNAMES|PAGE_TITLE","True"
"BCH","Bitcoin Cash","False","20250406064500-584","20250406064500","meinbezirk.at","https://www.meinbezirk.at/melk/c-regionauten-community/best-crypto-casinos-2025-10-best-crypto-casinos-for-gambling-with-bitcoin-and-altcoins-2025_a7244632","ALLNAMES","True"
"BCH","Bitcoin Cash","False","20250406083000-542","20250406083000","itnewsonline.com","https://www.itnewsonline.com/GlobeNewswire/STG-Energy-Expands-Bitcoin-Cloud-Mining-Services-Amid-Rising-Crypto-Demand/95872","ALLNAMES","True"
"BCH","Bitcoin Cash","False","20250406090000-412","20250406090000","manilatimes.net","https://www.manilatimes.net/2025/04/06/tmt-newswire/globenewswire/stg-energy-expands-bitcoin-cloud-mining-services-amid-rising-crypto-demand/2087202","ALLNAMES","True"
"BCH","Bitcoin Cash","False","20250406093000-127","20250406093000","globenewswire.com","https://www.globenewswire.com/news-release/2025/04/06/3056318/0/en/STG-Energy-Expands-Bitcoin-Cloud-Mining-Services-Amid-Rising-Crypto-Demand.html","ALLNAMES","True"
"BNB","Binance Coin","False","20250401090000-827","20250401090000","kuenselonline.com","https://kuenselonline.com/news/gmc-conference-on-digital-assets-to-host-global-financial-leaders","ALLNAMES","True"
"BNB","Binance Coin","False","20250402064500-1145","20250402064500","invezz.com","https://invezz.com/news/2025/04/02/crypto-tokens-with-major-catalysts-polkadot-eos-iota-bnb/","ALLNAMES","True"
"BNB","Binance Coin","False","20250402103000-331","20250402103000","coinspeaker.com","https://www.coinspeaker.com/vaneck-files-for-bnb-etf/","ALLNAMES","True"
"BNB","Binance Coin","False","20250402144500-1123","20250402144500","econotimes.com","http://www.econotimes.com/VanEck-Aims-to-Launch-First-US-BNB-ETF-1706463","ALLNAMES","True"
"BNB","Binance Coin","False","20250402150000-659","20250402150000","insidebitcoins.com","https://insidebitcoins.com/news/vaneck-files-for-first-binance-coin-bnb-etf-in-the-us","ALLNAMES","True"
"BNB","Binance Coin","False","20250402163000-2028","20250402163000","fxstreet.com","https://www.fxstreet.com/cryptocurrencies/news/cardano-and-binance-coin-price-forecast-altcoins-ada-and-bnb-show-weakness-in-momentum-indicators-202504020831","ALLNAMES","True"
"BNB","Binance Coin","False","20250402200000-410","20250402200000","insidebitcoins.com","https://insidebitcoins.com/crypto/what-is-an-altcoin","ALLNAMES","True"
"BNB","Binance Coin","False","20250403083000-812","20250403083000","riotimesonline.com","https://www.riotimesonline.com/bitcoins-wild-ride-tariffs-and-etf-hopes-shake-crypto-market/","ALLNAMES","True"
"BNB","Binance Coin","False","20250403110000-833","20250403110000","dailyforex.com","https://www.dailyforex.com/forex-technical-analysis/2025/04/bnb-tests-key-resistance-zone-3-april-2025/226532","ALLNAMES","True"
"BNB","Binance Coin","False","20250403121500-666","20250403121500","cyprus-mail.com","https://cyprus-mail.com/2025/04/03/binance-coin-bnbs-fight-against-the-bears-puts-spotlight-on-ruvi-ais-early-investors-rewards","ALLNAMES|PAGE_TITLE","True"
"BNB","Binance Coin","False","20250403123000-1606","20250403123000","invezz.com","https://invezz.com/news/2025/04/03/binance-coin-bnb-holds-firm-after-trumps-tariffs-as-vaneck-files-for-bnb-etf/","ALLNAMES|PAGE_TITLE","True"
"BNB","Binance Coin","False","20250403163000-1376","20250403163000","theportugalnews.com","https://www.theportugalnews.com/news/2025-04-03/latest-crypto-price-analysis-news-solana-binance-coin-bnb-web3-future-crypto-leader-coldware-cold/96668","ALLNAMES|PAGE_TITLE","True"
"BONK","Bonk","True","20250401144500-1456","20250401144500","insidebitcoins.com","https://insidebitcoins.com/sponsored/5-best-altcoins-to-buy-now-april-1-render-compound-bonk-hyperliquid","PAGE_TITLE","True"
"BONK","Bonk","True","20250402184500-1571","20250402184500","biztoc.com","https://biztoc.com/x/ba2b70696dd7cef0","PAGE_TITLE","True"
"BONK","Bonk","True","20250403123000-237","20250403123000","invezz.com","https://invezz.com/news/2025/04/03/crypto-market-wrap-tariffs-jitters-continue-as-hype-bera-and-bonk-crash/","PAGE_TITLE","True"
"BONK","Bonk","True","20250407103000-860","20250407103000","banklesstimes.com","https://www.banklesstimes.com/articles/2025/04/07/is-this-a-golden-opportunity-to-buy-cardano-hedera-bonk-and-stellar/","PAGE_TITLE","True"
"BONK","Bonk","True","20250410141500-1107","20250410141500","banklesstimes.com","https://www.banklesstimes.com/articles/2025/04/10/bonk-up-15-in-24-hours-can-its-upward-momentum-persist/","PAGE_TITLE","False"
"BONK","Bonk","True","20250411180000-799","20250411180000","insidebitcoins.com","https://insidebitcoins.com/sponsored/best-meme-coins-to-invest-in-now-april-11-cat-in-a-dogs-world-bonk-spx6900","PAGE_TITLE","False"
"BONK","Bonk","True","20250412043000-643","20250412043000","banklesstimes.com","https://www.banklesstimes.com/articles/2025/04/11/fartcoin-bonk-jasmy-ondo-prices-jump-as-dxy-index-plunges/","PAGE_TITLE","False"
"BONK","Bonk","True","20250412234500-453","20250412234500","banklesstimes.com","https://www.banklesstimes.com/articles/2025/04/12/solana-meme-coins-skyrocket-wif-popcat-goat-bonk-prices-surge/","PAGE_TITLE","True"
"BONK","Bonk","True","20250414094500-8","20250414094500","spacedaily.com","https://www.spacedaily.com/reports/Bonk_The_basics_and_future_use_cases_for_the_popular_meme_coin_999.html","PAGE_TITLE","True"
"BONK","Bonk","True","20250416121500-977","20250416121500","rockpapershotgun.com","https://www.rockpapershotgun.com/elden-ring-nightreigns-new-raider-trailer-channels-the-eternal-power-of-bonk","PAGE_TITLE","False"
"BONK","Bonk","True","20250417143000-940","20250417143000","insidebitcoins.com","https://insidebitcoins.com/sponsored/bonk-price-prediction-bonk-soars-12-in-a-week-as-this-ai-pepe-ico-surges-past-8m","PAGE_TITLE","False"
"BONK","Bonk","True","20250418190000-714","20250418190000","newsbtc.com","https://www.newsbtc.com/analysis/bonk/bonk-symmetrical-triangle-squeeze/","PAGE_TITLE","False"
"CRO","Cronos","False","20250402150000-1055","20250402150000","insidebitcoins.com","https://insidebitcoins.com/sponsored/best-crypto-to-invest-in-right-now-april-2-convex-finance-vechain-cronos","PAGE_TITLE","True"
"CRO","Cronos","False","20250403143000-1094","20250403143000","theenterpriseleader.com","https://theenterpriseleader.com/2025/04/03/cronos-cro-self-reported-market-cap-reaches-9-17-billion.html","PAGE_TITLE","True"
"CRO","Cronos","False","20250407143000-758","20250407143000","gamerant.com","https://gamerant.com/cronos-the-new-dawn-2025-release-silent-hill-good-why/","PAGE_TITLE","True"
"CRO","Cronos","False","20250407164500-1803","20250407164500","wkrb13.com","https://www.wkrb13.com/2025/04/07/cronos-group-nasdaqcron-hits-new-52-week-low-heres-what-happened.html","PAGE_TITLE","True"
"CRO","Cronos","False","20250411140000-688","20250411140000","modernreaders.com","https://www.modernreaders.com/news/2025/04/11/cronos-cro-price-tops-0-0858.html","PAGE_TITLE","True"
"CRO","Cronos","False","20250411164500-568","20250411164500","gameranx.com","https://gameranx.com/updates/id/534951/article/cronos-the-new-dawn-will-have-special-reveal-next-week/","PAGE_TITLE","True"
"CRO","Cronos","False","20250412131500-574","20250412131500","wkrb13.com","https://www.wkrb13.com/2025/04/12/quinn-opportunity-partners-llc-acquires-64600-shares-of-cronos-group-inc-nasdaqcron.html","PAGE_TITLE","True"
"CRO","Cronos","False","20250412171500-276","20250412171500","n4g.com","https://n4g.com/news/2662002/a-massive-cronos-the-new-dawn-reveal-scheduled-for-april-16","PAGE_TITLE","True"
"CRO","Cronos","False","20250413161500-676","20250413161500","motor1.com","https://www.motor1.com:443/news/756408/fiat-cronos-at-dealerships-before-reveal/","PAGE_TITLE","True"
"CRO","Cronos","False","20250414164500-1884","20250414164500","moddb.com","https://www.moddb.com/mods/wrath-of-cronos-hard-unofficial-version/downloads/woc-v520-hex-her-released","PAGE_TITLE","True"
"CRO","Cronos","False","20250414171500-1861","20250414171500","wkrb13.com","https://www.wkrb13.com/2025/04/14/cronos-group-nasdaqcron-stock-price-down-3-1-should-you-sell.html","PAGE_TITLE","True"
"CRO","Cronos","False","20250415151500-5","20250415151500","wkrb13.com","https://www.wkrb13.com/2025/04/15/cronos-cro-reaches-24-hour-trading-volume-of-18-69-million.html","PAGE_TITLE","True"
"DAI","Dai","True","20250401093000-675","20250401093000","borsaitaliana.it","https://www.borsaitaliana.it/borsa/notizie/radiocor/finanza/dettaglio/morning-note-economia-e-finanza-dai-giornali-esteri-nRC_01042025_0947_230141300.html","PAGE_TITLE","False"
"DAI","Dai","True","20250401140000-1163","20250401140000","borsaitaliana.it","https://www.borsaitaliana.it/borsa/notizie/radiocor/finanza/dettaglio/economia-e-finanza-dai-giornali-usa-nRC_01042025_1324_399126725.html","PAGE_TITLE","False"
"DAI","Dai","True","20250401160000-1783","20250401160000","italian.cri.cn","https://italian.cri.cn/2025/04/01/ARTI1743511808885899","PAGE_TITLE","False"
"DAI","Dai","True","20250401170000-2053","20250401170000","augustafreepress.com","https://augustafreepress.com/news/report-dai-dai-ames-appears-to-be-headed-to-cal-off-the-transfer-portal/","PAGE_TITLE","False"
"DAI","Dai","True","20250402084500-585","20250402084500","borsaitaliana.it","https://www.borsaitaliana.it/borsa/notizie/radiocor/finanza/dettaglio/morning-note-economia-e-finanza-dai-giornali-esteri-nRC_02042025_0952_198113481.html","PAGE_TITLE","False"
"DAI","Dai","True","20250402134500-1362","20250402134500","borsaitaliana.it","https://www.borsaitaliana.it/borsa/notizie/radiocor/finanza/dettaglio/economia-e-finanza-dai-giornali-usa-nRC_02042025_1335_375883354.html","PAGE_TITLE","False"
