"base_asset_id","alias_text","requires_crypto_context","record_id","date_utc","source_common_name","document_identifier","matched_surfaces","prior_candidate_context_anchor","page_title_sha256","econ_bitcoin_theme","strong_crypto_lexical","strong_anchor_terms","medium_crypto_lexical","medium_anchor_terms","other_asset_alias_count","other_asset_aliases","candidate_context_rule_strict","candidate_context_rule_broad"
"ALGO","Algorand","False","20250407121500-234","20250407121500","modernreaders.com","https://www.modernreaders.com/news/2025/04/07/algorand-algo-self-reported-market-capitalization-tops-1-34-billion.html","PAGE_TITLE","True","713c037784a2609feaa66e78c7871faebf8dc5517c70ca7f63a804c0be8b1391","True","False","","True","market capitalization","0","","True","True"
"ALGO","Algorand","False","20250410091500-1106","20250410091500","banklesstimes.com","https://www.banklesstimes.com/articles/2025/04/10/algorand-price-targets-0-22-as-fiat-chain-announcement-fuels-optimism/","PAGE_TITLE","True","19b280d590bb91c8107f8e7d5e61be396ec846e7376f6bfe1f793b06a4239140","False","False","","True","chain|price","1","OP","True","True"
"ALGO","Algorand","False","20250417054500-897","20250417054500","itnewsonline.com","https://www.itnewsonline.com/PRNewswire/The-Core-and-Algorand-Foundation-Kickoff-Build-on-Blockchain-Series/1052170","PAGE_TITLE","True","38874641a2d8869ac6ae076d0b40f35d109a31b8a59f70991cc7467f3b5ff422","False","True","blockchain","False","","0","","True","True"
"ALGO","Algorand","False","20250419141500-167","20250419141500","insidebitcoins.com","https://insidebitcoins.com/sponsored/top-crypto-gainers-today-apr-19-eigenlayer-jito-kadena-algorand","PAGE_TITLE","True","aa1bf02e5fe15272d03c201ab8e234a94f8300d377808b6e4ac43f4c724d55ba","False","True","crypto","False","","0","","True","True"
"ALGO","Algorand","False","20250427151500-514","20250427151500","thesun.my","https://thesun.my/business-news/luno-malaysia-adds-algorand-and-near-protocol-to-its-digital-asset-offerings-EF14006828","PAGE_TITLE","True","080daa3e353fa430893cbb9ca77246bd7dd5de5e0c0a5a55695683ef3e574366","False","True","digital asset","True","protocol","1","NEAR","True","True"
"ALGO","Algorand","False","20250430183000-1134","20250430183000","banklesstimes.com","https://www.banklesstimes.com/articles/2025/04/30/fifa-shifts-nft-strategy-from-algorand-to-evm-blockchain/","PAGE_TITLE","True","b8d864d6eb878b2c5cfcbc916e960950b38ad92fe47a499d718bbaf952c683e1","False","True","blockchain|nft","False","","0","","True","True"
"ALGO","Algorand","False","20250430213000-150","20250430213000","invezz.com","https://invezz.com/news/2025/04/30/algo-price-drops-as-fifa-collect-plans-to-abandon-algorand-for-own-chain/","PAGE_TITLE","True","0b45e410a57edb4e1ffc28974a607a4435da49abb967925ffa7d0495d99db7ee","False","False","","True","chain|price","0","","False","True"
"ALGO","Algorand","False","20250522123000-168","20250522123000","biztoc.com","https://biztoc.com/x/cd2c35009d34fe59","PAGE_TITLE","True","f0d4752eb43729539fdcddc54b5b5fccef485751baf7ea6a076d2569cedc121c","False","True","nft","False","","2","AVAX|POL","True","True"
"ALGO","Algorand","False","20250610103000-771","20250610103000","finanznachrichten.de","https://www.finanznachrichten.de/nachrichten-2025-06/65625242-new-research-from-algorand-foundation-tvl-can-be-too-easily-gamified-008.htm","PAGE_TITLE","True","8d6a199d49649b51b4057984e7ca5ce6ba217e519879226a6b7954e86aef6238","True","False","","False","","0","","True","True"
"ALGO","Algorand","False","20250610113000-1343","20250610113000","manilatimes.net","https://www.manilatimes.net/2025/06/10/tmt-newswire/pr-newswire/new-research-from-algorand-foundation-tvl-can-be-too-easily-gamified/2130512","PAGE_TITLE","True","8d6a199d49649b51b4057984e7ca5ce6ba217e519879226a6b7954e86aef6238","True","False","","False","","0","","True","True"
"APT","Aptos","False","20250402123000-326","20250402123000","finsmes.com","https://www.finsmes.com/2025/04/universal-health-token-receives-strategic-investment-from-aptos-foundation.html","PAGE_TITLE","True","cb06d3bd8afc360434326c84bebab41c14e36b5bca95909c464cba9bd7960cd4","False","False","","True","token","0","","False","True"
"APT","Aptos","False","20250403224500-626","20250403224500","yahoo.com","https://www.yahoo.com/news/aptos-woman-killer-identified-nearly-202347814.html","PAGE_TITLE","True","10fd15a8146253526a0754325996ea99e9f3d2d7e2826f6002463f9f06952f8e","False","False","","False","","0","","False","False"
"APT","Aptos","False","20250404033000-202","20250404033000","santacruzsentinel.com","https://www.santacruzsentinel.com/2025/04/03/killer-in-decades-old-aptos-cold-case-identified-through-dna-evidence/","PAGE_TITLE","True","2358402e22a072da4cc9ea22470ec716ea3997709c5b195f22b4b69395a2aa30","False","False","","False","","0","","False","False"
"APT","Aptos","False","20250405034500-639","20250405034500","santacruzsentinel.com","https://www.santacruzsentinel.com/2025/04/04/67-year-old-aptos-man-arrested-for-sexual-battery-of-a-child/","PAGE_TITLE","True","f9a5a81a35ed1520a7ec144c8a2d73c3a49c3d2bf172d22e5505971b1cdd2495","False","False","","False","","0","","False","False"
"APT","Aptos","False","20250405073000-142","20250405073000","abc7news.com","https://abc7news.com/post/dna-technology-brings-closure-5-california-cold-cases-including-1976-aptos-murder-karen-percifield/16129841/","PAGE_TITLE","True","070600550a687b5885324d428475383ac1ce5d8dc6e5dd8310d4320387b0687b","False","False","","False","","0","","False","False"
"APT","Aptos","False","20250407154500-1661","20250407154500","independantexpress.com","https://independantexpress.com/rising-demand-for-thread-lifts-sees-aptos-rise-in-popularity-says-sakhiya-skin-clinic/","PAGE_TITLE","True","0dc8d1ab7370edeff7074913df1493dfe2ead58702124be8b89874891066983c","False","False","","False","","0","","False","False"
"APT","Aptos","False","20250409114500-494","20250409114500","yahoo.com","https://finance.yahoo.com/news/whsmith-north-america-boosts-inventory-111022672.html","PAGE_TITLE","True","402e880421c5ceece9d166267dcf6e006f62d89a4c4ae9bc34cf6b54f3ca1fb2","False","False","","False","","0","","False","False"
"APT","Aptos","False","20250410150000-1324","20250410150000","biztoc.com","https://biztoc.com/x/59f660de59369758","PAGE_TITLE","True","7ff81b7c5cbefd2c031ecf699fbc449083ec8a553993f1db50eed1f4de186223","False","False","","False","","0","","False","False"
"APT","Aptos","False","20250411200000-1195","20250411200000","invezz.com","https://invezz.com/news/2025/04/11/s-price-outlook-sonic-attains-1b-tvl-milestone-faster-than-sui-and-aptos/","PAGE_TITLE","True","1dd7075bd29b2ccf893f3f2d4ea2bdc97694f5286503c0aca63ee5b5cff8eff1","True","False","","True","price","1","SUI","True","True"
"APT","Aptos","False","20250417003000-1338","20250417003000","retaildive.com","https://www.retaildive.com/press-release/20250416-whsmith-north-america-modernizes-its-retail-tech-stack-with-aptos-and-the-c/","PAGE_TITLE","True","35b168dc1d1ed36a0ce94f9b1367f7cf2d4a63ce118734b7d50b89c85a3e4bb5","False","False","","False","","0","","False","False"
"APT","Aptos","False","20250418213000-407","20250418213000","biztoc.com","https://biztoc.com/x/c3d7ed150ee971c8","PAGE_TITLE","True","a9c631a15f854b02c3dc70305486bf9b285b6c358f9c4986c63aed6508ed44fa","False","True","staking","False","","0","","True","True"
"APT","Aptos","False","20250418223000-1549","20250418223000","santacruzsentinel.com","https://www.santacruzsentinel.com/2025/04/18/aptos-rolls-in-sccal-tri-meet-wins-track-and-field-roundup/","PAGE_TITLE","True","57cbfce4748c447d07a959dd6376ecf018afdda7a14ab7ba45526223737dad3a","False","False","","False","","0","","False","False"
"ARB","Arbitrum","False","20250401191500-1497","20250401191500","banklesstimes.com","https://www.banklesstimes.com/articles/2025/04/01/arbitrum-launches-operation-slowmo-to-to-slow-down-block-times/","PAGE_TITLE","True","ec68a34c6d96d72aa034837ee3e93e8834694a37f19fe8bf59942e3675551f97","False","False","","False","","0","","False","False"
"ARB","Arbitrum","False","20250403210000-1616","20250403210000","coindesk.com","https://www.coindesk.com/business/2025/04/03/wisdomtree-expands-institutional-tokenized-fund-platform-to-arbitrum-avalanche-base-and-optimism","PAGE_TITLE","True","5bdd4a6d9a7dd4eced7583eded9244ea734675c8b43bbd94baf61277dbb778d7","False","False","","False","","2","AVAX|OP","False","True"
"ARB","Arbitrum","False","20250404204500-1312","20250404204500","insidebitcoins.com","https://insidebitcoins.com/sponsored/5-best-cheap-cryptocurrencies-to-buy-under-1-dollar-4-april-algorand-brett-arbitrum-cosmos","PAGE_TITLE","True","285662b1bb674cc3d0deebaedf78a1005fbd6c4fd69a1d52fd1c4cb85bc854ae","False","True","cryptocurrencies","False","","2","ALGO|ATOM","True","True"
"ARB","Arbitrum","False","20250405001500-1236","20250405001500","yahoo.com","https://finance.yahoo.com/news/wisdomtree-expands-institutional-tokenized-fund-163844871.html","PAGE_TITLE","True","20278902ea91420d50c3d4afad81c9fafabf1ebfd5ff2311ffe0e6f3b9780c8a","False","False","","False","","2","AVAX|OP","False","True"
"ARB","Arbitrum","False","20250407011500-588","20250407011500","insidebitcoins.com","https://insidebitcoins.com/sponsored/top-trending-cryptos-on-arbitrum-chain-aark-token-vee-token-game7","PAGE_TITLE","True","8d19bf2f2c1cb4b2c418228a289c36d114b94f4b4d2eb111fcc83a866710adab","False","False","","True","chain|token","0","","False","True"
"ARB","Arbitrum","False","20250410233000-671","20250410233000","insidebitcoins.com","https://insidebitcoins.com/sponsored/top-trending-cryptos-on-arbitrum-chain-yieldbricks-maia-hmx","PAGE_TITLE","True","8b041511dd11e8be4820cf9442c89aca873713f23c4da63c5a4f6b0ffd178433","True","False","","True","chain","0","","True","True"
"ARB","Arbitrum","False","20250411130000-1083","20250411130000","insidebitcoins.com","https://insidebitcoins.com/press-releases/nobody-saw-arbitrum-becoming-ethereums-heavyweight-dont-miss-out-on-solaxy-and-solana","PAGE_TITLE","True","b6667562908e8a7757db041d8888f0e0a56821ab96aa02ab0124208787d2ff02","False","False","","False","","1","SOL","False","True"
"ARB","Arbitrum","False","20250411161500-1148","20250411161500","coinspeaker.com","https://www.coinspeaker.com/arbitrum-rise-mirrors-solaxy-potential-presale-reaches-29-6m/","PAGE_TITLE","True","4c7f6fba3b21fccd49981efc3527bf2aedaf27fc717a77f2edb9ce7eac3ed2b0","False","False","","False","","0","","False","False"
"ARB","Arbitrum","False","20250412173000-108","20250412173000","insidebitcoins.com","https://insidebitcoins.com/sponsored/5-best-cheap-crypto-to-buy-under-1-dollar-onyxcoin-wemix-arbitrum","PAGE_TITLE","True","a7c1fcb71c509a6046a3481c1621b921be30bc2f20081df0d95be7d8163db44b","True","True","crypto","False","","0","","True","True"
"ARB","Arbitrum","False","20250413184500-824","20250413184500","banklesstimes.com","https://www.banklesstimes.com/articles/2025/04/13/arbitrum-price-in-focus-ahead-of-a-500b-milestone-token-unlock/","PAGE_TITLE","True","8ade8f2211f109f3d017c10b9b98220f064b22f588458750e38baa70415da226","True","False","","True","price|token","0","","True","True"
"ARB","Arbitrum","False","20250415131500-228","20250415131500","dailypolitical.com","https://www.dailypolitical.com/2025/04/15/arbitrum-arb-one-day-volume-hits-116-13-million.html","PAGE_TITLE","True","ccc0537a514b52d921f5be100e565ad46dd8b6a365ad777c68d3399c5aff20cf","True","False","","False","","0","","True","True"
"ARB","Arbitrum","False","20250417174500-458","20250417174500","coindesk.com","https://www.coindesk.com/tech/2025/04/16/ethena-securitize-target-q2-mainnet-launch-for-rwa-focused-blockchain-tap-arbitrum-celestia","PAGE_TITLE","True","9b093e37db1ccd12904136f97a1a1172fca8405a812b38bcce5241aa721a189b","False","True","blockchain","False","","1","TIA","True","True"
"ATOM","Cosmos","True","20250401133000-602","20250401133000","themarketsdaily.com","https://www.themarketsdaily.com/2025/04/01/short-interest-in-cosmos-health-inc-nasdaqcosm-declines-by-19-5.html","PAGE_TITLE","False","4552a2bb98f43fc56da1bf5b31b93410d4ab38683dd84728a4aa1cbcdc1e8537","False","False","","False","","0","","False","False"
"ATOM","Cosmos","True","20250401183000-1002","20250401183000","bmj.com","https://www.bmj.com/content/388/bmj-2024-080749/rr-2","PAGE_TITLE","False","5e00b4b469506f609181be8ea864d6efe54a1d5b6218a4d898452862fa53320b","False","False","","False","","0","","False","False"
"ATOM","Cosmos","True","20250402131500-1507","20250402131500","tickerreport.com","https://www.tickerreport.com/banking-finance/12899553/cosmos-health-inc-nasdaqcosm-short-interest-down-19-5-in-march.html","PAGE_TITLE","False","188f0d90440b23d6e847e7ca05f7595717678fe92aeb2cec7c86d5c92eec9286","False","False","","False","","0","","False","False"
"ATOM","Cosmos","True","20250402131500-838","20250402131500","dailypolitical.com","https://www.dailypolitical.com/2025/04/02/cosmos-health-inc-nasdaqcosm-short-interest-down-19-5-in-march.html","PAGE_TITLE","False","188f0d90440b23d6e847e7ca05f7595717678fe92aeb2cec7c86d5c92eec9286","False","False","","False","","0","","False","False"
"ATOM","Cosmos","True","20250402140000-1054","20250402140000","communitynewspapergroup.com","https://www.communitynewspapergroup.com/vinton_newspapers/exploring-the-cosmos-foundations-of-science-students-and-the-science-of-star-formation/article_546b2f40-77de-4476-bcb3-4c61bc094dda.html","PAGE_TITLE","False","fafc809b2437c03fa5172bbf7fa4ab3ca07cddfd14c48410a512038f2a37cae9","False","False","","False","","0","","False","False"
"ATOM","Cosmos","True","20250402154500-304","20250402154500","forbes.com","https://www.forbes.com/sites/naveenrao/2025/04/02/inner-cosmos-outer-expansion--are-we-ready-for-psychiatric-bci/","PAGE_TITLE","False","236726e3c559c59aa6e7bfb3a926148272b997a9a451a293b9f70a02871fc523","False","False","","False","","0","","False","False"
"ATOM","Cosmos","True","20250402160000-685","20250402160000","dailygalaxy.com","https://dailygalaxy.com/2025/04/nasas-spherex-captures-stunning-images/","PAGE_TITLE","False","2f53b947ee0c48bdd5c93017e9b70d71ab90f3162a549355d3d1943ba671379d","False","False","","False","","0","","False","False"
"ATOM","Cosmos","True","20250402171500-390","20250402171500","independent.co.uk","https://www.independent.co.uk/space/star-music-frequency-starquakes-study-b2726119.html","PAGE_TITLE","False","a03076f1efc355df9cf4e3320817e5a030fb99e315540e61705aebcc8212bfff","False","False","","False","","0","","False","False"
"ATOM","Cosmos","True","20250402193000-1085","20250402193000","livescience.com","https://www.livescience.com/space/space-exploration/nasas-spherex-telescope-opens-its-eyes-on-the-universe-taking-stunning-debut-image-of-100-000-galaxies-and-stars","PAGE_TITLE","False","72d5a15c9c12cb60ff51f4b9f4510c0c58e578643fd42274b94fd93ca6e8c48f","False","False","","False","","0","","False","False"
"ATOM","Cosmos","True","20250402193000-332","20250402193000","forbes.com","https://www.forbes.com/sites/naveenrao/2025/04/02/inner-cosmos-outer-expansion-psychiatric-bci-gears-up-for-prime-time/","PAGE_TITLE","False","6a6ada154d75ee97f6eaac3ba67484586ca52236f186040bb0e556a6dd5effe0","False","False","","False","","0","","False","False"
"ATOM","Cosmos","True","20250402204500-1198","20250402204500","ctvnews.ca","https://www.ctvnews.ca/sci-tech/article/another-mind-blowing-change-new-data-suggests-mysterious-dark-energy-is-evolving/","PAGE_TITLE","False","d4faa8232e79cd6f6609487f05f086299402bada4ab4618cce1151a11f0b0743","False","False","","False","","0","","False","False"
"ATOM","Cosmos","True","20250403023000-293","20250403023000","abqjournal.com","https://www.abqjournal.com/lifestyle/article_fef2edc6-e299-4954-83d8-851ac9f74452.html","PAGE_TITLE","False","015d2dc78b6ec3e841ecf93d0acd618bb90eb3b51d59e4bf4c44c61885101c06","False","False","","False","","0","","False","False"
"AVAX","Avalanche","True","20250401034500-133","20250401034500","reporterherald.com","https://www.reporterherald.com/2025/03/31/taylor-makar-avalanche-contract/","PAGE_TITLE","False","fa5a5665e38b65058f7bbb5e4c147c4016d137ee5be09f955f57a2450799ce37","False","False","","False","","0","","False","False"
"AVAX","Avalanche","True","20250401041500-448","20250401041500","yahoo.com","https://www.yahoo.com/news/sharangovich-scores-lone-goal-shootout-034912799.html","PAGE_TITLE","False","42bdb0a128ac1b1768d881000f425f4d1f9eecf426f7c2708e623b4be29af434","False","False","","False","","0","","False","False"
"AVAX","Avalanche","True","20250401043000-317","20250401043000","nhl.com","https://www.nhl.com/news/calgary-flames-colorado-avalanche-game-recap-march-31","PAGE_TITLE","False","a5f1747d3fb2a54a33c02004301ddc946451a5552e7116d2aa8581abb98414c3","False","False","","False","","0","","False","False"
"AVAX","Avalanche","True","20250401044500-806","20250401044500","tsn.ca","https://www.tsn.ca/sharangovich-scores-shootout-winner-as-flames-rally-to-beat-avalanche-1.2280183","PAGE_TITLE","False","f335b0e9206aee84aad8cd3c82e387a5196221fe3aab2b8c06afa755a5859dc8","False","False","","False","","0","","False","False"
"AVAX","Avalanche","True","20250401061500-219","20250401061500","yardbarker.com","https://www.yardbarker.com/nhl/articles/flames_rally_from_2_goals_down_to_defeat_avalanche_3_2/s1_16448_41986325","PAGE_TITLE","False","e9dd46ce68804e384da366aaa977a8d75a0dd2f44b7b38406c06b894f92d9722","False","False","","False","","0","","False","False"
"AVAX","Avalanche","True","20250401061500-538","20250401061500","tsn.ca","https://www.tsn.ca/nhl/sharangovich-scores-shootout-winner-as-flames-rally-to-beat-avalanche-1.2280183","PAGE_TITLE","False","f335b0e9206aee84aad8cd3c82e387a5196221fe3aab2b8c06afa755a5859dc8","False","False","","False","","0","","False","False"
"AVAX","Avalanche","True","20250401063000-1217","20250401063000","greeleytribune.com","https://www.greeleytribune.com/2025/03/31/taylor-makar-avalanche-contract/","PAGE_TITLE","False","fa5a5665e38b65058f7bbb5e4c147c4016d137ee5be09f955f57a2450799ce37","False","False","","False","","0","","False","False"
"AVAX","Avalanche","True","20250401064500-445","20250401064500","denverpost.com","https://www.denverpost.com/2025/03/31/avalanche-flames-game-score-makar-mackinnon-wedgewood/","PAGE_TITLE","False","0248469016c17469fc875614cc351903459f558d6932d12d42df0977af3b20ef","False","False","","False","","0","","False","False"
"AVAX","Avalanche","True","20250401064500-703","20250401064500","infotel.ca","https://infotel.ca/newsitem/hkn-flames-avalanche/cp1965026496","PAGE_TITLE","False","0afeaeb6040c66b84aad01e2d3783df3026ac6436606e7cb9718361e2e4f30d7","False","False","","False","","0","","False","False"
"AVAX","Avalanche","True","20250401074500-384","20250401074500","fox21online.com","https://www.fox21online.com/2025/03/31/former-wilderness-goalie-isak-posch-joins-avalanche-organization/","PAGE_TITLE","False","5d9527e7fd75203645aedb9ffc9bacddc1e77fa1faa813921aa5fb84a7ed2355","False","False","","False","","0","","False","False"
"AVAX","Avalanche","True","20250401080000-551","20250401080000","timescall.com","https://www.timescall.com/2025/03/31/taylor-makar-avalanche-contract/","PAGE_TITLE","False","fa5a5665e38b65058f7bbb5e4c147c4016d137ee5be09f955f57a2450799ce37","False","False","","False","","0","","False","False"
"AVAX","Avalanche","True","20250401081500-354","20250401081500","sohu.com","https://www.sohu.com/a/878250365_122342248","PAGE_TITLE","False","3bce3b7bf325427b1f4523bb48c820cbdffc1bbc21e667cb162041ce7aaba5d6","False","False","","False","","0","","False","False"
"BCH","Bitcoin Cash","False","20250402200000-1580","20250402200000","insidebitcoins.com","https://insidebitcoins.com/crypto/best-altcoins-to-buy","ALLNAMES","True","d35bb263220757dd59d670d56e9a8d6f1c281fe55aca6e664ebccca47ec23a17","False","True","altcoins","False","","0","","True","True"
